strategy,scenario,municipalities,capacity_margin
Spectrum Integration,Scenario 1 (30 Mbps),Soest,-4583.855445
Hybrid,Scenario 2 (100 Mbps),Soest,43817.30003
Small Cells,Scenario 2 (100 Mbps),Soest,43175.61973
Spectrum Integration,Scenario 2 (100 Mbps),Soest,-25295.18777
Hybrid,Scenario 3 (300 Mbps),Soest,19816.31751
Small Cells,Scenario 3 (300 Mbps),Soest,19486.58293
Spectrum Integration,Scenario 3 (300 Mbps),Soest,-84470.42297
Hybrid,Scenario 1 (30 Mbps),Someren,71210.27302
Small Cells,Scenario 1 (30 Mbps),Someren,70706.20745
Spectrum Integration,Scenario 1 (30 Mbps),Someren,-1603.113438
Hybrid,Scenario 2 (100 Mbps),Someren,84956.65095
Small Cells,Scenario 2 (100 Mbps),Someren,84290.35084
Spectrum Integration,Scenario 2 (100 Mbps),Someren,-10536.3149
Hybrid,Scenario 3 (300 Mbps),Someren,58969.69095
Small Cells,Scenario 3 (300 Mbps),Someren,58303.39085
Spectrum Integration,Scenario 3 (300 Mbps),Someren,-36523.2749
Hybrid,Scenario 1 (30 Mbps),Son en Breugel,23900.2401
Small Cells,Scenario 1 (30 Mbps),Son en Breugel,23390.19748
Spectrum Integration,Scenario 1 (30 Mbps),Son en Breugel,-2837.790336
Hybrid,Scenario 2 (100 Mbps),Son en Breugel,17484.5128
Small Cells,Scenario 2 (100 Mbps),Son en Breugel,16940.31553
Spectrum Integration,Scenario 2 (100 Mbps),Son en Breugel,-14028.16594
Hybrid,Scenario 3 (300 Mbps),Son en Breugel,4231.146932
Small Cells,Scenario 3 (300 Mbps),Son en Breugel,4196.992292
Spectrum Integration,Scenario 3 (300 Mbps),Son en Breugel,-46098.25234
Hybrid,Scenario 1 (30 Mbps),Stadskanaal,-4296.07512
Small Cells,Scenario 1 (30 Mbps),Stadskanaal,-5071.21884
Spectrum Integration,Scenario 1 (30 Mbps),Stadskanaal,-4296.07512
Hybrid,Scenario 2 (100 Mbps),Stadskanaal,-21111.74658
Small Cells,Scenario 2 (100 Mbps),Stadskanaal,-21886.8903
Spectrum Integration,Scenario 2 (100 Mbps),Stadskanaal,-21111.74658
Hybrid,Scenario 3 (300 Mbps),Stadskanaal,-69156.52218
Small Cells,Scenario 3 (300 Mbps),Stadskanaal,-69931.6659
Spectrum Integration,Scenario 3 (300 Mbps),Stadskanaal,-69156.52218
Hybrid,Scenario 1 (30 Mbps),Staphorst,-238.43622
Small Cells,Scenario 1 (30 Mbps),Staphorst,-611.36046
Spectrum Integration,Scenario 1 (30 Mbps),Staphorst,-238.43622
Hybrid,Scenario 2 (100 Mbps),Staphorst,-4062.19896
Small Cells,Scenario 2 (100 Mbps),Staphorst,-4435.1232
Spectrum Integration,Scenario 2 (100 Mbps),Staphorst,-4062.19896
Hybrid,Scenario 3 (300 Mbps),Staphorst,-14987.23536
Small Cells,Scenario 3 (300 Mbps),Staphorst,-15360.1596
Spectrum Integration,Scenario 3 (300 Mbps),Staphorst,-14987.23536
Hybrid,Scenario 1 (30 Mbps),Stede Broec,-2122.5888
Small Cells,Scenario 1 (30 Mbps),Stede Broec,-2362.50432
Spectrum Integration,Scenario 1 (30 Mbps),Stede Broec,-2122.5888
Hybrid,Scenario 2 (100 Mbps),Stede Broec,-9177.33888
Small Cells,Scenario 2 (100 Mbps),Stede Broec,-9417.2544
Spectrum Integration,Scenario 2 (100 Mbps),Stede Broec,-9177.33888
Hybrid,Scenario 3 (300 Mbps),Stede Broec,-29333.76768
Small Cells,Scenario 3 (300 Mbps),Stede Broec,-29573.6832
Spectrum Integration,Scenario 3 (300 Mbps),Stede Broec,-29333.76768
Hybrid,Scenario 1 (30 Mbps),Steenbergen,46585.47346
Small Cells,Scenario 1 (30 Mbps),Steenbergen,46303.41306
Spectrum Integration,Scenario 1 (30 Mbps),Steenbergen,-206.079798
Hybrid,Scenario 2 (100 Mbps),Steenbergen,164630.4668
Small Cells,Scenario 2 (100 Mbps),Steenbergen,163449.2855
Spectrum Integration,Scenario 2 (100 Mbps),Steenbergen,-7853.7027
Hybrid,Scenario 3 (300 Mbps),Steenbergen,140379.2053
Small Cells,Scenario 3 (300 Mbps),Steenbergen,139202.5779
Spectrum Integration,Scenario 3 (300 Mbps),Steenbergen,-32272.9707
Hybrid,Scenario 1 (30 Mbps),Steenwijkerland,-3528.55596
Small Cells,Scenario 1 (30 Mbps),Steenwijkerland,-4986.5148
Spectrum Integration,Scenario 1 (30 Mbps),Steenwijkerland,-3528.55596
Hybrid,Scenario 2 (100 Mbps),Steenwijkerland,-24519.29034
Small Cells,Scenario 2 (100 Mbps),Steenwijkerland,-25977.24918
Spectrum Integration,Scenario 2 (100 Mbps),Steenwijkerland,-24519.29034
Hybrid,Scenario 3 (300 Mbps),Steenwijkerland,-84492.81714
Small Cells,Scenario 3 (300 Mbps),Steenwijkerland,-85950.77598
Spectrum Integration,Scenario 3 (300 Mbps),Steenwijkerland,-84492.81714
Hybrid,Scenario 1 (30 Mbps),Stein,24514.90496
Small Cells,Scenario 1 (30 Mbps),Stein,23991.20048
Spectrum Integration,Scenario 1 (30 Mbps),Stein,-2939.32272
Hybrid,Scenario 2 (100 Mbps),Stein,13150.10816
Small Cells,Scenario 2 (100 Mbps),Stein,12626.40368
Spectrum Integration,Scenario 2 (100 Mbps),Stein,-14304.11952
Hybrid,Scenario 3 (300 Mbps),Stein,0
Small Cells,Scenario 3 (300 Mbps),Stein,0
Spectrum Integration,Scenario 3 (300 Mbps),Stein,-46774.96752
Hybrid,Scenario 1 (30 Mbps),Stichtse Vecht,64476.38793
Small Cells,Scenario 1 (30 Mbps),Stichtse Vecht,63219.72349
Spectrum Integration,Scenario 1 (30 Mbps),Stichtse Vecht,-4756.012305
Hybrid,Scenario 2 (100 Mbps),Stichtse Vecht,103859.961
Small Cells,Scenario 2 (100 Mbps),Stichtse Vecht,102752.6391
Spectrum Integration,Scenario 2 (100 Mbps),Stichtse Vecht,-28816.75353
Hybrid,Scenario 3 (300 Mbps),Stichtse Vecht,68867.50112
Small Cells,Scenario 3 (300 Mbps),Stichtse Vecht,67990.1538
Spectrum Integration,Scenario 3 (300 Mbps),Stichtse Vecht,-98737.62393
Hybrid,Scenario 1 (30 Mbps),Strijen,46030.12962
Small Cells,Scenario 1 (30 Mbps),Strijen,45751.20006
Spectrum Integration,Scenario 1 (30 Mbps),Strijen,-761.42364
Hybrid,Scenario 2 (100 Mbps),Strijen,56211.47298
Small Cells,Scenario 2 (100 Mbps),Strijen,55825.81017
Spectrum Integration,Scenario 2 (100 Mbps),Strijen,-5500.85619
Hybrid,Scenario 3 (300 Mbps),Strijen,42365.28499
Small Cells,Scenario 3 (300 Mbps),Strijen,41979.62218
Spectrum Integration,Scenario 3 (300 Mbps),Strijen,-19347.04419
Hybrid,Scenario 1 (30 Mbps),Sudwest-Fryslan,-7803.47115
Small Cells,Scenario 1 (30 Mbps),Sudwest-Fryslan,-10294.33017
Spectrum Integration,Scenario 1 (30 Mbps),Sudwest-Fryslan,-7803.47115
Hybrid,Scenario 2 (100 Mbps),Sudwest-Fryslan,-47808.09651
Small Cells,Scenario 2 (100 Mbps),Sudwest-Fryslan,-50298.95553
Spectrum Integration,Scenario 2 (100 Mbps),Sudwest-Fryslan,-47808.09651
Hybrid,Scenario 3 (300 Mbps),Sudwest-Fryslan,-162107.0261
Small Cells,Scenario 3 (300 Mbps),Sudwest-Fryslan,-164597.8851
Spectrum Integration,Scenario 3 (300 Mbps),Sudwest-Fryslan,-162107.0261
Hybrid,Scenario 1 (30 Mbps),Ten Boer,-511.86387
Small Cells,Scenario 1 (30 Mbps),Ten Boer,-715.47273
Spectrum Integration,Scenario 1 (30 Mbps),Ten Boer,-511.86387
Hybrid,Scenario 2 (100 Mbps),Ten Boer,-3490.15149
Small Cells,Scenario 2 (100 Mbps),Ten Boer,-3693.76035
Spectrum Integration,Scenario 2 (100 Mbps),Ten Boer,-3490.15149
Hybrid,Scenario 3 (300 Mbps),Ten Boer,-11999.54469
Small Cells,Scenario 3 (300 Mbps),Ten Boer,-12203.15355
Spectrum Integration,Scenario 3 (300 Mbps),Ten Boer,-11999.54469
Hybrid,Scenario 1 (30 Mbps),Terneuzen,94748.66813
Small Cells,Scenario 1 (30 Mbps),Terneuzen,93616.87898
Spectrum Integration,Scenario 1 (30 Mbps),Terneuzen,-2654.157027
Hybrid,Scenario 2 (100 Mbps),Terneuzen,288027.2612
Small Cells,Scenario 2 (100 Mbps),Terneuzen,285877.9381
Spectrum Integration,Scenario 2 (100 Mbps),Terneuzen,-26624.33757
Hybrid,Scenario 3 (300 Mbps),Terneuzen,241530.8714
Small Cells,Scenario 3 (300 Mbps),Terneuzen,239463.5195
Spectrum Integration,Scenario 3 (300 Mbps),Terneuzen,-99477.48237
Hybrid,Scenario 1 (30 Mbps),Terschelling,-151.61916
Small Cells,Scenario 1 (30 Mbps),Terschelling,-388.75788
Spectrum Integration,Scenario 1 (30 Mbps),Terschelling,-151.61916
Hybrid,Scenario 2 (100 Mbps),Terschelling,-2583.11088
Small Cells,Scenario 2 (100 Mbps),Terschelling,-2820.2496
Spectrum Integration,Scenario 2 (100 Mbps),Terschelling,-2583.11088
Hybrid,Scenario 3 (300 Mbps),Terschelling,-9530.23008
Small Cells,Scenario 3 (300 Mbps),Terschelling,-9767.3688
Spectrum Integration,Scenario 3 (300 Mbps),Terschelling,-9530.23008
Hybrid,Scenario 1 (30 Mbps),Texel,-945.8277
Small Cells,Scenario 1 (30 Mbps),Texel,-1450.5111
Spectrum Integration,Scenario 1 (30 Mbps),Texel,-945.8277
Hybrid,Scenario 2 (100 Mbps),Texel,-7574.5911
Small Cells,Scenario 2 (100 Mbps),Texel,-8079.2745
Spectrum Integration,Scenario 2 (100 Mbps),Texel,-7574.5911
Hybrid,Scenario 3 (300 Mbps),Texel,-26513.9151
Small Cells,Scenario 3 (300 Mbps),Texel,-27018.5985
Spectrum Integration,Scenario 3 (300 Mbps),Texel,-26513.9151
Hybrid,Scenario 1 (30 Mbps),Teylingen,31819.60428
Small Cells,Scenario 1 (30 Mbps),Teylingen,30874.93165
Spectrum Integration,Scenario 1 (30 Mbps),Teylingen,-3632.159292
Hybrid,Scenario 2 (100 Mbps),Teylingen,21141.50697
Small Cells,Scenario 2 (100 Mbps),Teylingen,20716.56632
Spectrum Integration,Scenario 2 (100 Mbps),Teylingen,-20372.3179
Hybrid,Scenario 3 (300 Mbps),Teylingen,7500.107355
Small Cells,Scenario 3 (300 Mbps),Teylingen,7346.126853
Spectrum Integration,Scenario 3 (300 Mbps),Teylingen,-68286.7291
Hybrid,Scenario 1 (30 Mbps),Tholen,47788.32872
Small Cells,Scenario 1 (30 Mbps),Tholen,47502.28361
Spectrum Integration,Scenario 1 (30 Mbps),Tholen,-196.88661
Hybrid,Scenario 2 (100 Mbps),Tholen,167543.4613
Small Cells,Scenario 2 (100 Mbps),Tholen,166345.4873
Spectrum Integration,Scenario 2 (100 Mbps),Tholen,-7924.863402
Hybrid,Scenario 3 (300 Mbps),Tholen,142858.0165
Small Cells,Scenario 3 (300 Mbps),Tholen,141660.0425
Spectrum Integration,Scenario 3 (300 Mbps),Tholen,-32610.3082
Hybrid,Scenario 1 (30 Mbps),Tiel,18099.5807
Small Cells,Scenario 1 (30 Mbps),Tiel,17085.47197
Spectrum Integration,Scenario 1 (30 Mbps),Tiel,-3266.970405
Hybrid,Scenario 2 (100 Mbps),Tiel,28509.85918
Small Cells,Scenario 2 (100 Mbps),Tiel,28179.27073
Spectrum Integration,Scenario 2 (100 Mbps),Tiel,-20514.74838
Hybrid,Scenario 3 (300 Mbps),Tiel,22267.90668
Small Cells,Scenario 3 (300 Mbps),Tiel,22087.59865
Spectrum Integration,Scenario 3 (300 Mbps),Tiel,-70299.11478
Hybrid,Scenario 1 (30 Mbps),Tilburg,95540.35906
Small Cells,Scenario 1 (30 Mbps),Tilburg,91080.40652
Spectrum Integration,Scenario 1 (30 Mbps),Tilburg,-22035.35514
Hybrid,Scenario 2 (100 Mbps),Tilburg,71153.89986
Small Cells,Scenario 2 (100 Mbps),Tilburg,70005.73471
Spectrum Integration,Scenario 2 (100 Mbps),Tilburg,-123584.7171
Hybrid,Scenario 3 (300 Mbps),Tilburg,33854.39138
Small Cells,Scenario 3 (300 Mbps),Tilburg,33295.96301
Spectrum Integration,Scenario 3 (300 Mbps),Tilburg,-414194.1579
Hybrid,Scenario 1 (30 Mbps),Tubbergen,27247.17872
Small Cells,Scenario 1 (30 Mbps),Tubbergen,27083.23645
Spectrum Integration,Scenario 1 (30 Mbps),Tubbergen,270.415872
Hybrid,Scenario 2 (100 Mbps),Tubbergen,169819.0686
Small Cells,Scenario 2 (100 Mbps),Tubbergen,168589.5016
Spectrum Integration,Scenario 2 (100 Mbps),Tubbergen,-6126.72096
Hybrid,Scenario 3 (300 Mbps),Tubbergen,148664.899
Small Cells,Scenario 3 (300 Mbps),Tubbergen,147439.886
Spectrum Integration,Scenario 3 (300 Mbps),Tubbergen,-27448.89696
Hybrid,Scenario 1 (30 Mbps),Twenterand,117103.0135
Small Cells,Scenario 1 (30 Mbps),Twenterand,116207.9128
Spectrum Integration,Scenario 1 (30 Mbps),Twenterand,-2979.391062
Hybrid,Scenario 2 (100 Mbps),Twenterand,110623.15
Small Cells,Scenario 2 (100 Mbps),Twenterand,109740.8218
Spectrum Integration,Scenario 2 (100 Mbps),Twenterand,-17941.29383
Hybrid,Scenario 3 (300 Mbps),Twenterand,70873.0396
Small Cells,Scenario 3 (300 Mbps),Twenterand,69990.7114
Spectrum Integration,Scenario 3 (300 Mbps),Twenterand,-60857.92103
Hybrid,Scenario 1 (30 Mbps),Tynaarlo,-2791.60224
Small Cells,Scenario 1 (30 Mbps),Tynaarlo,-3589.0992
Spectrum Integration,Scenario 1 (30 Mbps),Tynaarlo,-2791.60224
Hybrid,Scenario 2 (100 Mbps),Tynaarlo,-16292.68704
Small Cells,Scenario 2 (100 Mbps),Tynaarlo,-17090.184
Spectrum Integration,Scenario 2 (100 Mbps),Tynaarlo,-16292.68704
Hybrid,Scenario 3 (300 Mbps),Tynaarlo,-54867.21504
Small Cells,Scenario 3 (300 Mbps),Tynaarlo,-55664.712
Spectrum Integration,Scenario 3 (300 Mbps),Tynaarlo,-54867.21504
Hybrid,Scenario 1 (30 Mbps),Tytsjerksteradiel,-3539.9058
Small Cells,Scenario 1 (30 Mbps),Tytsjerksteradiel,-4358.64528
Spectrum Integration,Scenario 1 (30 Mbps),Tytsjerksteradiel,-3539.9058
Hybrid,Scenario 2 (100 Mbps),Tytsjerksteradiel,-18973.15062
Small Cells,Scenario 2 (100 Mbps),Tytsjerksteradiel,-19791.8901
Spectrum Integration,Scenario 2 (100 Mbps),Tytsjerksteradiel,-18973.15062
Hybrid,Scenario 3 (300 Mbps),Tytsjerksteradiel,-63068.13582
Small Cells,Scenario 3 (300 Mbps),Tytsjerksteradiel,-63886.8753
Spectrum Integration,Scenario 3 (300 Mbps),Tytsjerksteradiel,-63068.13582
Hybrid,Scenario 1 (30 Mbps),Uden,55182.98562
Small Cells,Scenario 1 (30 Mbps),Uden,53965.68709
Spectrum Integration,Scenario 1 (30 Mbps),Uden,-3903.286998
Hybrid,Scenario 2 (100 Mbps),Uden,64890.7257
Small Cells,Scenario 2 (100 Mbps),Uden,64443.58454
Spectrum Integration,Scenario 2 (100 Mbps),Uden,-24227.76889
Hybrid,Scenario 3 (300 Mbps),Uden,49567.21051
Small Cells,Scenario 3 (300 Mbps),Uden,49120.06934
Spectrum Integration,Scenario 3 (300 Mbps),Uden,-82717.33129
Hybrid,Scenario 1 (30 Mbps),Uitgeest,-1020.6189
Small Cells,Scenario 1 (30 Mbps),Uitgeest,-1239.2919
Spectrum Integration,Scenario 1 (30 Mbps),Uitgeest,-1020.6189
Hybrid,Scenario 2 (100 Mbps),Uitgeest,-5317.9875
Small Cells,Scenario 2 (100 Mbps),Uitgeest,-5536.6605
Spectrum Integration,Scenario 2 (100 Mbps),Uitgeest,-5317.9875
Hybrid,Scenario 3 (300 Mbps),Uitgeest,-17596.1835
Small Cells,Scenario 3 (300 Mbps),Uitgeest,-17814.8565
Spectrum Integration,Scenario 3 (300 Mbps),Uitgeest,-17596.1835
Hybrid,Scenario 1 (30 Mbps),Uithoorn,20818.95745
Small Cells,Scenario 1 (30 Mbps),Uithoorn,20101.48693
Spectrum Integration,Scenario 1 (30 Mbps),Uithoorn,-2218.72056
Hybrid,Scenario 2 (100 Mbps),Uithoorn,13157.42453
Small Cells,Scenario 2 (100 Mbps),Uithoorn,13069.19171
Spectrum Integration,Scenario 2 (100 Mbps),Uithoorn,-13545.9996
Hybrid,Scenario 3 (300 Mbps),Uithoorn,9218.688528
Small Cells,Scenario 3 (300 Mbps),Uithoorn,9130.455708
Spectrum Integration,Scenario 3 (300 Mbps),Uithoorn,-45909.654
Hybrid,Scenario 1 (30 Mbps),Urk,-1783.5642
Small Cells,Scenario 1 (30 Mbps),Urk,-1985.15988
Spectrum Integration,Scenario 1 (30 Mbps),Urk,-1783.5642
Hybrid,Scenario 2 (100 Mbps),Urk,-7711.51392
Small Cells,Scenario 2 (100 Mbps),Urk,-7913.1096
Spectrum Integration,Scenario 2 (100 Mbps),Urk,-7711.51392
Hybrid,Scenario 3 (300 Mbps),Urk,-24648.51312
Small Cells,Scenario 3 (300 Mbps),Urk,-24850.1088
Spectrum Integration,Scenario 3 (300 Mbps),Urk,-24648.51312
Hybrid,Scenario 1 (30 Mbps),Utrecht,48006.87299
Small Cells,Scenario 1 (30 Mbps),Utrecht,43763.40709
Spectrum Integration,Scenario 1 (30 Mbps),Utrecht,-31610.38729
Hybrid,Scenario 2 (100 Mbps),Utrecht,50387.04706
Small Cells,Scenario 2 (100 Mbps),Utrecht,49597.22101
Spectrum Integration,Scenario 2 (100 Mbps),Utrecht,-173590.3871
Hybrid,Scenario 3 (300 Mbps),Utrecht,33243.09317
Small Cells,Scenario 3 (300 Mbps),Utrecht,32961.03277
Spectrum Integration,Scenario 3 (300 Mbps),Utrecht,-580001.3711
Hybrid,Scenario 1 (30 Mbps),Utrechtse Heuvelrug,121341.7181
Small Cells,Scenario 1 (30 Mbps),Utrechtse Heuvelrug,120088.1005
Spectrum Integration,Scenario 1 (30 Mbps),Utrechtse Heuvelrug,-5425.194021
Hybrid,Scenario 2 (100 Mbps),Utrechtse Heuvelrug,125578.2745
Small Cells,Scenario 2 (100 Mbps),Utrechtse Heuvelrug,124118.8752
Spectrum Integration,Scenario 2 (100 Mbps),Utrechtse Heuvelrug,-29955.8936
Hybrid,Scenario 3 (300 Mbps),Utrechtse Heuvelrug,76491.44042
Small Cells,Scenario 3 (300 Mbps),Utrechtse Heuvelrug,75617.22395
Spectrum Integration,Scenario 3 (300 Mbps),Utrechtse Heuvelrug,-100631.5544
Hybrid,Scenario 1 (30 Mbps),Vaals,13610.89415
Small Cells,Scenario 1 (30 Mbps),Vaals,13393.44294
Spectrum Integration,Scenario 1 (30 Mbps),Vaals,-1071.149352
Hybrid,Scenario 2 (100 Mbps),Vaals,23139.09338
Small Cells,Scenario 2 (100 Mbps),Vaals,22818.32438
Spectrum Integration,Scenario 2 (100 Mbps),Vaals,-5986.261206
Hybrid,Scenario 3 (300 Mbps),Vaals,15772.98996
Small Cells,Scenario 3 (300 Mbps),Vaals,15641.20998
Spectrum Integration,Scenario 3 (300 Mbps),Vaals,-20324.63161
Hybrid,Scenario 1 (30 Mbps),Valkenburg aan de Geul,41804.86661
Small Cells,Scenario 1 (30 Mbps),Valkenburg aan de Geul,41419.34611
Spectrum Integration,Scenario 1 (30 Mbps),Valkenburg aan de Geul,-1525.066641
Hybrid,Scenario 2 (100 Mbps),Valkenburg aan de Geul,36192.56326
Small Cells,Scenario 2 (100 Mbps),Valkenburg aan de Geul,35797.65024
Spectrum Integration,Scenario 2 (100 Mbps),Valkenburg aan de Geul,-8450.398275
Hybrid,Scenario 3 (300 Mbps),Valkenburg aan de Geul,16379.06566
Small Cells,Scenario 3 (300 Mbps),Valkenburg aan de Geul,15984.15264
Spectrum Integration,Scenario 3 (300 Mbps),Valkenburg aan de Geul,-28263.89588
Hybrid,Scenario 1 (30 Mbps),Valkenswaard,24773.96896
Small Cells,Scenario 1 (30 Mbps),Valkenswaard,24074.3085
Spectrum Integration,Scenario 1 (30 Mbps),Valkenswaard,-2322.160098
Hybrid,Scenario 2 (100 Mbps),Valkenswaard,54078.15942
Small Cells,Scenario 2 (100 Mbps),Valkenswaard,53541.36233
Spectrum Integration,Scenario 2 (100 Mbps),Valkenswaard,-15278.39575
Hybrid,Scenario 3 (300 Mbps),Valkenswaard,41827.25253
Small Cells,Scenario 3 (300 Mbps),Valkenswaard,41440.73585
Spectrum Integration,Scenario 3 (300 Mbps),Valkenswaard,-53128.12135
Hybrid,Scenario 1 (30 Mbps),Veendam,-3029.08143
Small Cells,Scenario 1 (30 Mbps),Veendam,-3715.71465
Spectrum Integration,Scenario 1 (30 Mbps),Veendam,-3029.08143
Hybrid,Scenario 2 (100 Mbps),Veendam,-16101.25299
Small Cells,Scenario 2 (100 Mbps),Veendam,-16787.88621
Spectrum Integration,Scenario 2 (100 Mbps),Veendam,-16101.25299
Hybrid,Scenario 3 (300 Mbps),Veendam,-53450.31459
Small Cells,Scenario 3 (300 Mbps),Veendam,-54136.94781
Spectrum Integration,Scenario 3 (300 Mbps),Veendam,-53450.31459
Hybrid,Scenario 1 (30 Mbps),Veenendaal,18125.81757
Small Cells,Scenario 1 (30 Mbps),Veenendaal,16358.71974
Spectrum Integration,Scenario 1 (30 Mbps),Veenendaal,-5628.057684
Hybrid,Scenario 2 (100 Mbps),Veenendaal,857.6157498
Small Cells,Scenario 2 (100 Mbps),Veenendaal,823.4611098
Spectrum Integration,Scenario 2 (100 Mbps),Veenendaal,-33901.66724
Hybrid,Scenario 3 (300 Mbps),Veenendaal,1.25E-11
Small Cells,Scenario 3 (300 Mbps),Veenendaal,0
Spectrum Integration,Scenario 3 (300 Mbps),Veenendaal,-114683.4088
Hybrid,Scenario 1 (30 Mbps),Veere,43047.10799
Small Cells,Scenario 1 (30 Mbps),Veere,42789.52508
Spectrum Integration,Scenario 1 (30 Mbps),Veere,-163.45905
Hybrid,Scenario 2 (100 Mbps),Veere,153476.4839
Small Cells,Scenario 2 (100 Mbps),Veere,152378.6968
Spectrum Integration,Scenario 2 (100 Mbps),Veere,-7190.431146
Hybrid,Scenario 3 (300 Mbps),Veere,130998.8375
Small Cells,Scenario 3 (300 Mbps),Veere,129901.0504
Spectrum Integration,Scenario 3 (300 Mbps),Veere,-29668.07755
Hybrid,Scenario 1 (30 Mbps),Veldhoven,35236.1811
Small Cells,Scenario 1 (30 Mbps),Veldhoven,34116.96388
Spectrum Integration,Scenario 1 (30 Mbps),Veldhoven,-3915.934896
Hybrid,Scenario 2 (100 Mbps),Veldhoven,22582.74301
Small Cells,Scenario 2 (100 Mbps),Veldhoven,22295.27479
Spectrum Integration,Scenario 2 (100 Mbps),Veldhoven,-22653.43186
Hybrid,Scenario 3 (300 Mbps),Veldhoven,10918.69576
Small Cells,Scenario 3 (300 Mbps),Veldhoven,10733.69146
Spectrum Integration,Scenario 3 (300 Mbps),Veldhoven,-76189.13746
Hybrid,Scenario 1 (30 Mbps),Velsen,-6585.17544
Small Cells,Scenario 1 (30 Mbps),Velsen,-7836.02448
Spectrum Integration,Scenario 1 (30 Mbps),Velsen,-6585.17544
Hybrid,Scenario 2 (100 Mbps),Velsen,-32874.61848
Small Cells,Scenario 2 (100 Mbps),Velsen,-34125.46752
Spectrum Integration,Scenario 2 (100 Mbps),Velsen,-32874.61848
Hybrid,Scenario 3 (300 Mbps),Velsen,-107987.3129
Small Cells,Scenario 3 (300 Mbps),Velsen,-109238.1619
Spectrum Integration,Scenario 3 (300 Mbps),Velsen,-107987.3129
Hybrid,Scenario 1 (30 Mbps),Venlo,100838.81
Small Cells,Scenario 1 (30 Mbps),Venlo,98165.65219
Spectrum Integration,Scenario 1 (30 Mbps),Venlo,-9097.466943
Hybrid,Scenario 2 (100 Mbps),Venlo,108937.9807
Small Cells,Scenario 2 (100 Mbps),Venlo,107804.4736
Spectrum Integration,Scenario 2 (100 Mbps),Venlo,-54900.64161
Hybrid,Scenario 3 (300 Mbps),Venlo,74147.213
Small Cells,Scenario 3 (300 Mbps),Venlo,73380.29902
Spectrum Integration,Scenario 3 (300 Mbps),Venlo,-186657.3152
Hybrid,Scenario 1 (30 Mbps),Venray,51353.49589
Small Cells,Scenario 1 (30 Mbps),Venray,50297.55831
Spectrum Integration,Scenario 1 (30 Mbps),Venray,-2480.663607
Hybrid,Scenario 2 (100 Mbps),Venray,182933.5967
Small Cells,Scenario 2 (100 Mbps),Venray,181620.7778
Spectrum Integration,Scenario 2 (100 Mbps),Venray,-22884.17514
Hybrid,Scenario 3 (300 Mbps),Venray,157623.6287
Small Cells,Scenario 3 (300 Mbps),Venray,156310.8098
Spectrum Integration,Scenario 3 (300 Mbps),Venray,-84192.84954
Hybrid,Scenario 1 (30 Mbps),Vianen,22213.93228
Small Cells,Scenario 1 (30 Mbps),Vianen,21726.74232
Spectrum Integration,Scenario 1 (30 Mbps),Vianen,-2017.407804
Hybrid,Scenario 2 (100 Mbps),Vianen,37901.17278
Small Cells,Scenario 2 (100 Mbps),Vianen,37402.79966
Spectrum Integration,Scenario 2 (100 Mbps),Vianen,-11851.17021
Hybrid,Scenario 3 (300 Mbps),Vianen,24999.68643
Small Cells,Scenario 3 (300 Mbps),Vianen,24726.73393
Spectrum Integration,Scenario 3 (300 Mbps),Vianen,-40457.51421
Hybrid,Scenario 1 (30 Mbps),Vlaardingen,12241.82124
Small Cells,Scenario 1 (30 Mbps),Vlaardingen,10641.17433
Spectrum Integration,Scenario 1 (30 Mbps),Vlaardingen,-7214.870556
Hybrid,Scenario 2 (100 Mbps),Vlaardingen,11927.49988
Small Cells,Scenario 2 (100 Mbps),Vlaardingen,11840.40554
Spectrum Integration,Scenario 2 (100 Mbps),Vlaardingen,-42030.48602
Hybrid,Scenario 3 (300 Mbps),Vlaardingen,10789.42468
Small Cells,Scenario 3 (300 Mbps),Vlaardingen,10702.33034
Spectrum Integration,Scenario 3 (300 Mbps),Vlaardingen,-141752.514
Hybrid,Scenario 1 (30 Mbps),Vlagtwedde,-1221.18558
Small Cells,Scenario 1 (30 Mbps),Vlagtwedde,-1766.68794
Spectrum Integration,Scenario 1 (30 Mbps),Vlagtwedde,-1221.18558
Hybrid,Scenario 2 (100 Mbps),Vlagtwedde,-8850.08994
Small Cells,Scenario 2 (100 Mbps),Vlagtwedde,-9395.5923
Spectrum Integration,Scenario 2 (100 Mbps),Vlagtwedde,-8850.08994
Hybrid,Scenario 3 (300 Mbps),Vlagtwedde,-30646.95954
Small Cells,Scenario 3 (300 Mbps),Vlagtwedde,-31192.4619
Spectrum Integration,Scenario 3 (300 Mbps),Vlagtwedde,-30646.95954
Hybrid,Scenario 1 (30 Mbps),Vlieland,-65.86734
Small Cells,Scenario 1 (30 Mbps),Vlieland,-168.88662
Spectrum Integration,Scenario 1 (30 Mbps),Vlieland,-65.86734
Hybrid,Scenario 2 (100 Mbps),Vlieland,-1122.17112
Small Cells,Scenario 2 (100 Mbps),Vlieland,-1225.1904
Spectrum Integration,Scenario 2 (100 Mbps),Vlieland,-1122.17112
Hybrid,Scenario 3 (300 Mbps),Vlieland,-4140.18192
Small Cells,Scenario 3 (300 Mbps),Vlieland,-4243.2012
Spectrum Integration,Scenario 3 (300 Mbps),Vlieland,-4140.18192
Hybrid,Scenario 1 (30 Mbps),Vlissingen,16272.05434
Small Cells,Scenario 1 (30 Mbps),Vlissingen,14997.60984
